,AGE,ST004D01T,ST001D01T,ESCS,ICTRES,DURECEC,EXPECEDU,MISCED,IMMIG,PV1MATH,PV1READ,PV1SCIE,PV1MCCR,PV1MCQN,PV1MCSS,PV1MCUD,PV1MPEM,PV1MPFS,PV1MPRE,MATHMOT,MATHEASE,MATHPREF,MATHEFF,MATHEF21,MATHPERS,FAMCON,SDLEFF,COGACRCO,COGACMCO,CURIOAGR,ASSERAGR,COOPAGR,EMOCOAGR,EMPATAGR,PERSEVAGR,STRESAGR
59,15.75,Female,Grade 9,-0.8872,-1.2538,Attended ECEC for less than a year,No Response,ISCED level 8,Native student,462.583,425.565,413.463,438.358,404.645,410.519,427.3,318.768,434.567,429.362,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.0315,0.6895,-1.0272,Not Applicable,No Response,0.3893,-0.3958,0.2054,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
60,15.67,Female,Grade 9,-1.6468,Not Applicable,Attended ECEC for at least two but less than three years,No Response,ISCED level 1,Native student,422.716,394.339,388.091,364.58,358.257,394.85,410.658,439.996,487.633,450.731,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0866,No Response,No Response,No Response,No Response,-0.7138,1.2615
61,15.42,Male,Grade 10,-2.1697,-0.4979,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 1,Native student,640.281,613.5,595.447,567.309,550.123,608.808,579.372,573.408,548.862,543.058,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.4857,1.0686,0.2582,0.3937,No Response,-0.778,-0.6115,0.3465,-0.0034,1.1111,1.123,0.8395,0.4175,0.217
62,15.67,Male,Invalid,1.4286,2.0225,Attended ECEC for at least six but less than seven years,ISCED Level 3.3,ISCED level 6,Native student,504.736,509.955,518.299,465.766,510.241,543.104,533.468,548.708,491.4,498.738,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.8672,2.3593,1.9687,3.442,1.9428,0.5331,1.3374,No Response,No Response,No Response,No Response,No Response,No Response,No Response
63,15.75,Female,Grade 10,0.2536,-1.2325,Attended ECEC for at least one but less than two years,ISCED Level 8,ISCED level 3.4,Native student,479.21,478.389,568.653,607.066,556.855,484.821,572.726,534.691,631.447,559.453,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.3048,0.6841,0.0969,0.6391,-1.536,0.0104,1.2792,0.8939,-1.0928,-0.6611,-1.1364,-0.5513,-0.4523,-1.98
64,15.42,Female,Grade 9,-3.3191,-1.3121,Attended ECEC for at least one but less than two years,No Response,Less than ISCED Level 1,Native student,362.516,345.636,362.287,363.453,304.88,433.313,395.235,377.204,422.144,423.635,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
65,16.08,Male,Grade 9,0.947,Not Applicable,Attended ECEC for at least four but less than five years,No Response,ISCED level 6,Native student,456.664,436.063,443.073,450.405,441.91,506.305,472.979,409.804,429.715,471.464,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.8137,-0.3215,0.3115,Not Applicable,No Response,-0.5178,0.0179,-0.037,-0.1195,0.1841,0.182,0.2588,1.1758,-0.1591
66,15.92,Male,Grade 10,-1.1927,Not Applicable,Attended ECEC for at least three but less than four years,ISCED Level 5,ISCED level 4,Native student,432.152,422.632,388.632,406.857,442.725,611.082,436.077,418.477,429.204,433.478,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-2.1197,0.1231,-2.7601,Not Applicable,-0.98,0.0012,0.0585,-0.9879,Not Applicable,Not Applicable,-0.1999,0.1359,Not Applicable,Not Applicable
67,15.33,Female,Grade 11,-0.7469,0.0772,Attended ECEC for at least one but less than two years,ISCED level 7 ,ISCED level 5,First-Generation student,551.195,496.153,556.467,524.411,534.535,499.784,616.133,450.15,473.682,489.79,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.4624,-0.4689,0.2761,0.5273,No Response,-0.1365,0.0868,0.0117,1.5135,-0.6296,0.2501,-0.2536,-0.5251,0.4253
68,15.42,Female,Grade 7,-1.7663,-1.7769,No Response,ISCED Level 5,ISCED level 2,Native student,345.646,347.061,393.856,402.307,417.195,427.636,409.211,394.241,378.023,342.073,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,Not Applicable,-0.57,-0.3973,Not Applicable,-1.4469,-0.8737,0.9767,0.1168,Not Applicable,Not Applicable,-0.375,Not Applicable,Not Applicable,Not Applicable
69,15.5,Male,Grade 11,-1.7467,-0.2035,No Response,ISCED Level 6,ISCED level 2,Native student,551.984,345.23,498.43,518.869,476.963,474.535,502.208,526.712,569.815,493.241,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.4624,-0.0135,-0.5527,0.781,No Response,0.5281,0.6833,-2.0824,-0.7985,-1.5548,-0.8355,-1.25,-3.2123,0.8289
70,15.58,Female,Grade 9,0.562,-0.2003,No Response,No Response,No Response,Native student,440.832,519.451,525.203,471.972,457.646,482.984,511.636,433.932,383.799,422.399,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0638,-0.0128,Not Applicable,-1.4062,Not Applicable,0.3676,Not Applicable
71,15.42,Male,Grade 10,0.0992,Not Applicable,Attended ECEC for at least two but less than three years,ISCED level 7 ,ISCED level 7,Second-Generation student,357.476,348.75,359.874,305.174,344.334,373.319,381.828,383.667,369.319,400.765,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.9584,-0.9444,-0.2113,-0.088,-0.4363,No Response,-0.7297,0.144,0.1298,-0.1371,-1.2167,-1.0776,0.614,0.0769
72,15.75,Male,Invalid,0.0053,Not Applicable,No Response,ISCED Level 8,ISCED level 3.4,Native student,566.344,412.361,503.294,587.235,512.841,566.641,630.132,587.741,555.227,618.277,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,1.0161,2.277,2.3808,4.5489,No Response,1.3467,2.4378,3.6007,No Response,-0.4228,No Response,No Response,1.8129,No Response
73,15.83,Male,Grade 10,0.2709,0.0119,Attended ECEC for at least three but less than four years,ISCED Level 6,ISCED level 6,Second-Generation student,457.269,410.543,388.988,468.049,424.909,431.981,394.47,402.853,477.143,441.63,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,2.1567,2.3406,1.7662,1.5687,0.1937,0.3927,-0.2409,0.2244,0.3024,0.9161,1.1519,0.0623,0.6266,0.7684
74,15.5,Female,Grade 10,-0.0405,-1.2058,Attended ECEC for at least four but less than five years,ISCED level 7 ,ISCED level 5,Native student,562.906,537.201,530.209,528.883,530.128,513.903,553.457,534.954,561.193,541.995,Not more motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,Preference for mathematics over other subjects,-0.4303,-2.204,-0.1564,0.0855,-0.3833,-0.0944,-1.9256,0.0977,0.1245,-1.1429,-0.7801,-1.5903,-0.6575,-1.0267
75,15.42,Female,Grade 11,No Response,No Response,No Response,No Response,No Response,No Response,507.702,608.189,515.588,526.397,540.959,485.328,579.84,544.585,542.549,557.375,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
76,15.25,Female,Grade 9,0.8778,Not Applicable,No Response,ISCED Level 6,ISCED level 6,Native student,453.385,471.051,453.355,429.262,396.607,328.701,350.724,405.345,408.335,412.475,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.7356,-0.8423,-0.1444,2.1744,0.1833,1.5054,-0.4191,0.3061,-0.1386,0.7849,0.2487,1.8513,-0.3323,0.0545
77,16.08,Female,Grade 9,-1.3608,Not Applicable,Attended ECEC for at least four but less than five years,No Response,Less than ISCED Level 1,Second-Generation student,426.499,375.709,400.289,370.434,404.319,399.153,393.934,441.04,369.494,448.646,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-0.768,0.1284,1.109,No Response,-0.2087,-0.8718,-0.8936
78,15.58,Female,Grade 10,0.9864,1.089,Attended ECEC for at least two but less than three years,ISCED Level 6,ISCED level 6,Native student,490.168,414.64,520.582,452.106,503.891,518.133,492.869,446.549,483.069,427.206,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.9599,-0.7966,0.1918,0.4138,0.2113,-0.1716,0.1974,-0.532,0.3851,-0.7698,-1.1457,-0.9841,-1.2487,-0.5211
79,16.08,Female,Grade 11,-2.2464,-1.7695,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 2,First-Generation student,384.246,500.032,420.094,432.613,409.648,373.212,421.249,363.296,463.246,454.126,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.1172,-0.5385,-0.5228,0.5199,0.206,0.784,2.2738,No Response,No Response,No Response,No Response,No Response,No Response,No Response
80,16.0,Male,Grade 11,-0.1859,0.4453,Attended ECEC for at least two but less than three years,ISCED Level 8,ISCED level 8,Native student,305.4,375.228,339.508,246.526,237.454,372.731,259.756,319.652,417.459,285.379,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.932,0.6619,-1.2198,-0.2419,No Response,-0.5,0.0637,-0.6127,-0.1528,-0.5084,0.5996,0.677,-1.3304,0.5545
81,16.33,Female,Grade 10,0.7502,1.018,No Response,,ISCED level 8,Native student,410.012,474.182,522.659,489.035,387.992,295.564,347.102,316.631,316.472,309.475,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.9295,-0.2735,-1.1298,Not Applicable,0.1515,0.9255,2.4009,1.9851,Not Applicable,Not Applicable,0.8452,0.6819,Not Applicable,Not Applicable
82,16.25,Male,Grade 11,0.5764,1.0032,Attended ECEC for at least one but less than two years,No Response,ISCED level 8,Second-Generation student,359.167,228.347,361.127,308.766,327.62,342.897,334.989,296.313,327.278,327.112,No Response,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,No Response,-3.0804,Not Applicable,Not Applicable,No Response,No Response,Not Applicable,Not Applicable
83,15.67,Female,Grade 10,0.279,-0.5402,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 8,First-Generation student,358.113,334.166,266.791,350.663,306.623,364.383,390.69,382.843,310.423,398.57,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.882,-0.7831,-0.1099,Not Applicable,-0.0949,-0.5493,-0.4246,-1.2818,Not Applicable,Not Applicable,Not Applicable,-1.329,Not Applicable,Not Applicable
84,15.5,Male,Grade 11,-2.4691,0.0874,No Response,No Response,ISCED level 1,Second-Generation student,465.347,442.074,464.652,478.599,451.146,430.2,502.659,528.132,526.806,506.966,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,No Response,No Response,No Response,No Response,No Response,0.264,No Response,0.8761,0.0409,0.2478,0.7687,0.1359,0.2562,-0.1352
85,16.25,Female,Grade 11,1.0432,0.7105,Attended ECEC for at least two but less than three years,ISCED Level 6,ISCED level 6,Native student,497.917,435.415,499.114,463.795,490.083,523.856,555.128,550.251,542.705,501.194,More motivated to do well in mathematics than other subjects,Perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,0.3467,0.2447,-0.0782,2.4652,-0.5,-0.8281,-0.8781,-0.6037,0.4361,1.1112,3.4832,0.0602,0.1328,0.5364
86,15.92,Male,Invalid,0.4431,Not Applicable,Attended ECEC for at least five but less than six years,ISCED Level 6,ISCED level 3.4,First-Generation student,449.11,428.809,349.969,447.023,429.204,549.569,444.331,407.516,434.945,455.732,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.3917,-0.6171,-0.0848,-0.7321,No Response,-0.1562,0.4568,No Response,No Response,0.2192,No Response,No Response,No Response,No Response
87,15.58,Female,Grade 9,-1.772,Not Applicable,No Response,ISCED Level 8,Less than ISCED Level 1,Native student,452.382,474.988,393.383,363.248,518.013,434.567,365.212,414.848,448.826,487.523,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-1.4078,0.0385,-1.2022,0.764,0.6337,-0.0004,-0.0888,-0.0795,-0.5661,-1.0295,No Response,-0.0256,-0.1141,-0.6043
88,16.17,Female,Grade 10,0.031,-0.5443,Attended ECEC for at least two but less than three years,ISCED Level 8,ISCED level 6,Native student,430.139,507.85,474.743,430.113,398.895,465.903,401.456,463.665,409.969,395.585,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,-0.1478,0.7137,1.8269,3.9516,1.9112,0.642,0.1726,0.9685,Not Applicable,0.3704,0.4536,Not Applicable,0.528,Not Applicable
89,15.92,Male,Grade 10,-0.1244,-0.4795,Attended ECEC for at least three but less than four years,ISCED Level 8,ISCED level 3.4,Native student,524.68,404.64,530.355,603.005,596.21,490.313,607.751,474.504,526.997,512.328,Not more motivated to do well in mathematics than other subjects,No perception of mathematics as easier than other subjects,No preference for mathematics over other subjects,1.2747,0.8902,1.0662,3.4625,-1.1878,0.3012,0.5591,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
